"","stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use","odd_even","logR_S"
"1573",239,"Pink","Perryville","Chignik","Chignik",1978,157500,189420,1,"even",0.184541313532268
"1575",239,"Pink","Perryville","Chignik","Chignik",1980,74800,31723,1,"even",-0.857775915132365
"1577",239,"Pink","Perryville","Chignik","Chignik",1982,13400,110641,1,"even",2.11103601868128
"1579",239,"Pink","Perryville","Chignik","Chignik",1984,109800,341806,1,"even",1.13558279557721
"1581",239,"Pink","Perryville","Chignik","Chignik",1986,180500,592547,1,"even",1.18869941698481
"1583",239,"Pink","Perryville","Chignik","Chignik",1988,181300,133819,1,"even",-0.303664977158611
"1585",239,"Pink","Perryville","Chignik","Chignik",1990,88400,548599,1,"even",1.82549578603652
"1587",239,"Pink","Perryville","Chignik","Chignik",1992,190400,238796,1,"even",0.226482508602132
"1589",239,"Pink","Perryville","Chignik","Chignik",1994,153900,454175,1,"even",1.08217954547998
"1591",239,"Pink","Perryville","Chignik","Chignik",1996,395700,330090,1,"even",-0.181291003841448
"1593",239,"Pink","Perryville","Chignik","Chignik",1998,222800,110633,1,"even",-0.700056090955558
"1595",239,"Pink","Perryville","Chignik","Chignik",2000,98700,63469,1,"even",-0.441533348720204
"1597",239,"Pink","Perryville","Chignik","Chignik",2002,62170,134320,1,"even",0.770352444488039
"1599",239,"Pink","Perryville","Chignik","Chignik",2004,134320,83500,1,"even",-0.475378380912476
"1601",239,"Pink","Perryville","Chignik","Chignik",2006,83500,482414,1,"even",1.75395603469392
"1603",239,"Pink","Perryville","Chignik","Chignik",2008,173200,26510,1,"even",-1.8769249758274
"1607",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1962,826100,2417000,1,"even",1.07356654913502
"1609",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1964,902400,847700,1,"even",-0.0625310811294346
"1611",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1966,627400,1391400,1,"even",0.796481417732963
"1613",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1968,528100,2386410,1,"even",1.50825976389121
"1615",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1970,1007900,135139,1,"even",-2.00932035899779
"1617",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1972,81800,334551,1,"even",1.40851209070548
"1619",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1974,238600,3120223,1,"even",2.57087124294452
"1621",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1976,1084000,6134178,1,"even",1.73321818083851
"1623",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1978,1966300,3929976,1,"even",0.69247971480892
"1625",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1980,1410400,5638149,1,"even",1.38568246805247
"1627",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1982,1533200,9059847,1,"even",1.77649517797081
"1629",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1984,2526700,4252131,1,"even",0.520506165524871
"1631",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1986,1185500,6336986,1,"even",1.67623863456834
"1633",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1988,1636500,2752427,1,"even",0.51992325295967
"1635",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1990,1018200,6632245,1,"even",1.87390699676347
"1637",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1992,1781000,4844477,1,"even",1.00066428887215
"1639",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1994,1700525,4181630,1,"even",0.899764095762783
"1641",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1996,2668950,8421894,1,"even",1.14914960693765
"1643",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1998,2856255,4033331,1,"even",0.34508125921613
"1645",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2000,1688785,3575355,1,"even",0.750055136449179
"1647",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2002,2108450,11076199,1,"even",1.65884549153945
"1649",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2004,5969710,3980978,1,"even",-0.405170832257018
"1651",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2006,1648365,9321807,1,"even",1.73257260647797
"1653",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2008,2332920,857212,1,"even",-1.00119071825238
"1657",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1962,772700,1724700,1,"even",0.802917526357817
"1659",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1964,534000,160500,1,"even",-1.20210189639012
"1661",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1966,92000,573000,1,"even",1.8290971396657
"1663",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1968,295200,543030,1,"even",0.609511474300254
"1665",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1970,291000,36558,1,"even",-2.07442322667708
"1667",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1972,29600,50450,1,"even",0.533208385469603
"1669",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1974,45800,679186,1,"even",2.69661093117928
"1671",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1976,372400,2224725,1,"even",1.78742004605326
"1673",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1978,892400,5046788,1,"even",1.73259281774807
"1675",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1980,1231200,1670931,1,"even",0.305391652579021
"1677",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1982,759800,5961135,1,"even",2.0599609374168
"1679",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1984,1824900,1204067,1,"even",-0.415820197833755
"1681",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1986,531200,3367214,1,"even",1.84670237704268
"1683",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1988,1203100,1192016,1,"even",-0.00925556768547702
"1685",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1990,580200,5319722,1,"even",2.21580345364392
"1687",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1992,1053400,4878437,1,"even",1.53280185360986
"1689",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1994,1371200,1275475,1,"even",-0.0723676106105361
"1691",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1996,978600,3812512,1,"even",1.35992058959667
"1693",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1998,1811810,1949170,1,"even",0.0730772953283425
"1695",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2000,1104200,2281570,1,"even",0.725742711615986
"1697",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2002,1654350,3541126,1,"even",0.761036573227169
"1699",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2004,2341700,1810183,1,"even",-0.257449216186483
"1701",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2006,1213885,4755345,1,"even",1.36544328859142
"1703",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2008,1005450,391239,1,"even",-0.943871855028922
"1707",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1962,4000,21800,1,"even",1.69561560867515
"1709",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1964,15000,17700,1,"even",0.165514438477573
"1711",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1966,1700,26500,1,"even",2.74651648193001
"1713",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1968,26500,18945,1,"even",-0.335604688521612
"1715",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1970,11100,1232,1,"even",-2.19830624320696
"1717",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1972,1200,33306,1,"even",3.32341600414212
"1719",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1974,23000,37385,1,"even",0.485775338522729
"1721",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1976,37300,558182,1,"even",2.70569174742589
"1723",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1978,90400,391929,1,"even",1.4668364335387
"1725",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1980,94000,56785,1,"even",-0.504022575926394
"1727",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1982,51700,42869,1,"even",-0.187308827511994
"1729",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1984,33000,22785,1,"even",-0.370405136750634
"1731",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1986,12900,58655,1,"even",1.51444551159006
"1733",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1988,28500,22330,1,"even",-0.243973021422538
"1735",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1990,22200,8919,1,"even",-0.911908456194163
"1739",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1994,94700,219767,1,"even",0.841853894018162
"1741",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1996,216600,145655,1,"even",-0.396811522880089
"1743",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1998,129500,53769,1,"even",-0.878983788222022
"1745",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2000,35900,15678,1,"even",-0.828478839727703
"1747",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2002,11900,96734,1,"even",2.09542654343951
"1749",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2004,85300,185930,1,"even",0.779195804294338
"1751",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2006,128915,28441,1,"even",-1.51132150639237
"1753",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2008,11900,21750,1,"even",0.603075357417209
"1888",246,"Pink","Moses-Norton","AYK","AYK",1964,10043,42814,1,"even",1.44998927749383
"1890",246,"Pink","Moses-Norton","AYK","AYK",1966,36629,146115,1,"even",1.38355370650026
"1892",246,"Pink","Moses-Norton","AYK","AYK",1968,129052,383214,1,"even",1.08837815596253
"1894",246,"Pink","Moses-Norton","AYK","AYK",1970,364661,149742,1,"even",-0.890054341689864
"1896",246,"Pink","Moses-Norton","AYK","AYK",1972,138495,216978,1,"even",0.448961742019728
"1898",246,"Pink","Moses-Norton","AYK","AYK",1974,201104,66512,1,"even",-1.1064398046722
"1900",246,"Pink","Moses-Norton","AYK","AYK",1976,51927,144695,1,"even",1.02478919267788
"1902",246,"Pink","Moses-Norton","AYK","AYK",1978,93325,1121189,1,"even",2.48605698352498
"1904",246,"Pink","Moses-Norton","AYK","AYK",1980,1111200,710950,1,"even",-0.446593687597751
"1906",246,"Pink","Moses-Norton","AYK","AYK",1982,692181,1317728,1,"even",0.64381683836141
"1908",246,"Pink","Moses-Norton","AYK","AYK",1984,1288531,529448,1,"even",-0.88942313442195
"1910",246,"Pink","Moses-Norton","AYK","AYK",1986,513613,430553,1,"even",-0.176399634632158
"1912",246,"Pink","Moses-Norton","AYK","AYK",1988,415101,629097,1,"even",0.415763593733249
"1914",246,"Pink","Moses-Norton","AYK","AYK",1990,628596,922363,1,"even",0.383450094404861
"1916",246,"Pink","Moses-Norton","AYK","AYK",1992,916211,245803,1,"even",-1.31571628539057
"1918",246,"Pink","Moses-Norton","AYK","AYK",1994,230409,1342124,1,"even",1.76215272210812
"1920",246,"Pink","Moses-Norton","AYK","AYK",1996,1260144,1076132,1,"even",-0.157852869352196
"1922",246,"Pink","Moses-Norton","AYK","AYK",1998,921563,804780,1,"even",-0.135502193424193
"1924",246,"Pink","Moses-Norton","AYK","AYK",2000,750173,312394,1,"even",-0.876038634962434
"1926",246,"Pink","Moses-Norton","AYK","AYK",2002,298000,968326,1,"even",1.17847532093408
"1928",246,"Pink","Moses-Norton","AYK","AYK",2004,960468,139925,1,"even",-1.92631410089494
"1930",246,"Pink","Moses-Norton","AYK","AYK",2006,134709,172136,1,"even",0.245167965722098
"1932",246,"Pink","Moses-Norton","AYK","AYK",2008,144224,59312,1,"even",-0.888556000099861
